path	client_id	generated_path	sentence	generated_sentence
common_voice_en_37396012.mp3	74a6f5984f8f7a055269fa59fb7f6b5af9c4f587d018ef0d77d0bb74a8d2e3108091df7687c7fd258fdfacfb0f12c6d0d2f1f98e2bc1b0fea9edd465b77f2612	generated_voice_en_37396012.mp3	Mary Frierson was born in Memphis, Tennessee.	He disembarked his fighting men and besieged the stronghold for several weeks.
common_voice_en_37789528.mp3	75efa1aea0f53e2b6726064fc31980429bbbcbcdb3b10b91b1444064c3d8dd278c6a91b8f276d0992f9ae48ac493f6cc1bfa6330d421f4d46f3bc19c20017361	generated_voice_en_37789528.mp3	To the east of the railway station lies a community centre and primary school.	"In Germany the cittern survives under the names ""Waldzither"" and ""Lutherzither""."
common_voice_en_38015607.mp3	7638c31df3d76068804aff7b183a07af9bbee296cdad7ac10b19c7f96a420728e5f15725ef57ef8e005b8dd6bed05e35663aa72e4951ef03f70bb04b1afa1ae0	generated_voice_en_38015607.mp3	The magazine was formerly headquartered in Greensboro, North Carolina.	Commercial tanning facilities offer an alternative means of phototherapy outside of a doctor's office.
common_voice_en_37569270.mp3	76cd4a435af90956ec23646023caa33194aa42df51de0470fadcaf15f28e48e667a87a12510bbd5a56c21241a61340857c0d73d78a966fe226e3168231fdc4ac	generated_voice_en_37569270.mp3	It is used by several commercial game studios and educational institutions.	During his last two years he was essentially a figurehead.
common_voice_en_37469377.mp3	77942f561de7e977fe0b4e02d2e519d8163be890fe41317f4f81d55d46b08559cef833ad19a0da3d46d18b05ab9004fbb237e093a935613c61e679fea91602f1	generated_voice_en_37469377.mp3	This is made obvious in the novel of the film.	Speke did so and then charged forward with great courage shooting several attackers.
common_voice_en_37553551.mp3	77ca9a658ee8b02ee75f68261da77a8d950751237976bdf76fdb845c8dd931f9cf2d21971ed1831ddb1c7efb30e0da1b320f8ecce995ba1cc9b0c95afb319e63	generated_voice_en_37553551.mp3	This primary contradiction has plagued mankind for millennia.	She has a son, David, and a daughter, Aderonke.
common_voice_en_37854506.mp3	783d8646bf1b44bf053a964f81a4f3f3d8e95abeae3b79ff9cc151a4e96e6a6f08a430ab7ae30a8ca53457097dd831a7559bbe31b8fd0eafbb8c3bfe1078d93b	generated_voice_en_37854506.mp3	Rentier state theory foregrounds important puzzles in contemporary politics.	This allowed for what today is known as multimedia experiences.
common_voice_en_37382171.mp3	7874cb5406b370ccd18c862ce74b0e5904e68081d9e17904d8f5be0554faffc6b285e20fa280b5830a4e1f68d1706c073598a67d197d2c91d1407611d15761d2	generated_voice_en_37382171.mp3	On their second day, they join a group scuba dive.	He received general education in the Tbilisi Gymnasium.
common_voice_en_37395164.mp3	7c3b348f74883675ed73f343ea8d97d4885f87ca831448ae2650ac7bcb5aabff03e984e0b1e8c51c3d754bb7ad91657129b724451e04cc9b754820f27523b669	generated_voice_en_37395164.mp3	It is one of seven Fairfield Townships statewide.	He discovered the underground lake of Marble Arch in Northern Ireland.
common_voice_en_37717566.mp3	7cadb8ea25ee007a545de95f5b168fbbd09359b39c75c3ce8315d8e6792ea1e0dfa0cbecb2cee9d2be11e6926f6626edcbe1511bb76a0a34fc95d43f6b17e0ed	generated_voice_en_37717566.mp3	Lipscomb spent most of his life working as a tenant farmer in Texas.	It was the third of four singles released from the album.
common_voice_en_37365970.mp3	7d9e65a18d299847cb898c7fae0453a17cbe942f797ce38e7b191d474c7121b67628885f2b637407622446712ef46c81e14be3bed524d73cbe630b0b0ace9be4	generated_voice_en_37365970.mp3	In practice, the atmospheric extinction and dust reduces this number somewhat.	Players in Bold were overseas players for the Oval Invincibles.
common_voice_en_37846850.mp3	805f7e13e5931a044e4f01f69e10d4e5f8305a9cb19c0d184b348ae0e09d10812f622995c4464e5fbe73eed55f76f9bef790ea35f84db461f5155825eccacd55	generated_voice_en_37846850.mp3	"He recorded the story of that eventful voyage in his book, ""Deck and Port""."	He must agree to deliver large tributes of sago and other items.
common_voice_en_37302098.mp3	80c419a3c38a283df199de8281690f5fa0808a3d2b79b0cb05ec39bda7db9776d0e768064fa9ed9eb90f6d33b649503f4585bd497b10194ff2445d0c416fb683	generated_voice_en_37302098.mp3	"The album closer, ""Oceans Have No Memory"", is a previously unreleased full band version."	Carson greatly admired the talents of Hank Williams.
common_voice_en_37655099.mp3	82219740ddb7a24d5a15cfa7b2a31645f2a71b94c6ce8ee6b50b8eb8491fd0eabeef15f3a9fa15e4ec11293fd2900a780ac95a57aef71637723ec89a4a57fca9	generated_voice_en_37655099.mp3	Babinet was interested in the optical properties of minerals throughout his career.	They are either predicted from protein sequence or calculated from a given structure.
common_voice_en_37893302.mp3	83eb885249308e858f68cfb9007c5c6f566135eb6807177c855a2f3a3b11d44c90e16d36b9d12bf58ce02a2655850aa3e42863a74cc12c123592d5de137f2220	generated_voice_en_37893302.mp3	The historical assembly-hall was declared a protected industrial monument.	There are said to be several oil portraits of the father extant.
common_voice_en_37326561.mp3	843d699a59052a44c48d744e8d75aa93f08359cff9856f6ce99a77651d12253aeebdb60c2d89a332c57c6b0e2bb23fb7e88a616e5f46033fa1956f964c047d77	generated_voice_en_37326561.mp3	Peregrin inadvertently contacted Sauron, after which Gandalf turned the stone over to Aragorn.	It is part of City of Lismore.
common_voice_en_38013016.mp3	848f0ccc4922fa38cf14fa4567015e2a2a14d3c763da8a3128c5cc6cb36ff3cbcbda6820345c3128d790a792be079d0d249797fdbe49dfbc93b701ab8c28b147	generated_voice_en_38013016.mp3	The tracks are creatively re-ordered, ignoring chronology.	Both earthquakes were commemorated in the Byzantine liturgy.
common_voice_en_37860610.mp3	84ee10681892479e469b018df97dc918dec416cb7b34dfad302c4f23efef0d138ae311bc93b168cfb18ccdf12d4f8139d9a0fdb26998ee59501df90bbc3745ab	generated_voice_en_37860610.mp3	Sports is a big part of community life in Conception Bay South.	William was related to Tandey's wife Edith.
common_voice_en_37365859.mp3	86aa990b635bf07d3998c02a8a52265fb48beb6e59dacd57ef5e26e92ec62efcc2359a4e958b00e5a31239fd872e67f7bcb2cc2ad6ce2aac3011b3b0d99dc41a	generated_voice_en_37365859.mp3	The stadium also has track and field facilities that follow international regulation.	Whether the plus or minus sign applies depends on the choice of metric signature.
common_voice_en_37489145.mp3	8759b144302d2d8762a2452de205c67e3f8c74fe0c38d55594b54f5156ed1ae2ccb517e0be5e76f57f190c6466840a030ae9bd886452327f89198aa7607fcca3	generated_voice_en_37489145.mp3	The government originally acquired to build the plant.	"Some phrases, like ""in general"", appear below in more than one section."
common_voice_en_37329469.mp3	8825d225adea510c3af9f41f36160a4e1f1a39a1a0f292710f95d4f2462fb23059aaf9d1e21e839d9c1bcc1111823246b8204e588080ece8c9c5facb0a520399	generated_voice_en_37329469.mp3	His younger sister Falin played Volleyball for the Canadian National team.	Crawford is part of the Waco Metropolitan Statistical Area.
common_voice_en_37868068.mp3	8b3bfefd2870c4de03ef724329813e87a1e929397923cd6ca61ac29408086f225d158494979efad659ad88d8ddc3381d5ac57b4b56300e400efb0b6e27a392c1	generated_voice_en_37868068.mp3	Bonfires burst out in all in parts of the frame.	The results of expanding to Southern markets has been mixed.
common_voice_en_37571771.mp3	8b3cc7140d3e70ba52cadb28d50faaf8aedab5027c1e662ec587682b3570b6abebf3d8e489cbdec2715a7aa16a9ce6622ba3ea447183b655c1162daa9668cd62	generated_voice_en_37571771.mp3	Pittwater Council permanently barred all future filming.	Allen Ginsberg credited him with creating the Wichita Vortex.
common_voice_en_37471601.mp3	8cf0c36e0e2b710ceb6aa867852d6ed71594993cd459721ea20230b12c3c3b212ee993282c82faca7b651077051ef04d6aa1e9945e7da949f5a6ad04eb1f9201	generated_voice_en_37471601.mp3	He was succeeded by Henry.	He ousted his brother.
common_voice_en_37803266.mp3	8dd38cae226cf8c49fbba90d0197aa24cea3936d75ae1b715c63ad0d13976463eb1b1ad5394506c09c6fbfd642be3b4a07eb1edf57d08b70fdaa76cb43f384ef	generated_voice_en_37803266.mp3	She arrives in Sam's mind, finding Sam caught in her own depression.	No recordings are known to exist.
common_voice_en_37465595.mp3	90c6ab8aa81a82ff9d20af4e82ca62f227fcbf0b11c59816569a011b5717446e73b8fade6b2c360722fa8841782079f583c2bbeb0913ea7c47c9c6f49aaac1f9	generated_voice_en_37465595.mp3	He spent most summers in his house in Vineyard Haven on Martha's Vineyard.	Only a few of the eating clubs remained open during this time.
common_voice_en_37585170.mp3	9463aa10985fc667ac052af76a1995f2b40fb03fd7e110118fe0c48decf7afd1cfe7fded9b8ab303632412d972881727da172702c475581301e23100a9bef625	generated_voice_en_37585170.mp3	It is now the Barrie line after its purchase by Metrolinx.	But, my friends, have we partaken of anything else?
common_voice_en_37655073.mp3	951f60e63f9e6fd9449304a266a3715626c0e705a4923067ac1e65ab1c396d4e51d58b7df9e83075f113156bc0f104cea5c966bdc3da9854da1d4fe4d46c77dd	generated_voice_en_37655073.mp3	Ale for an Englysshe man is a naturall drinke.	Soyer was referred to as an American scene painter.
common_voice_en_37327865.mp3	966f58659efae04ca901ece661bc729233b2ef1197fe4ab712b3e2f5697da957f6695618f189d78efd798745a9e8c66a65e046d12f6c81251db42dd501b32a71	generated_voice_en_37327865.mp3	The recent edition was compiled in early Ratanakosin period.	"The custom was also known as ""handseling a purse""."
common_voice_en_37554069.mp3	968973fe4401e88039eec53aa0c346c1dd70410d6a36b3e728769a9df36822662fe6fd49d36616adaee81934383fee199f8a2e9354712680b6200d7b48ad90a4	generated_voice_en_37554069.mp3	What will you do when there is no one to praise you.	During this stay, putative pupils were his son Francesco, Gennaro di Cola, and Stefanone.
common_voice_en_37654569.mp3	98b644dba71c17d64384c9745ef25597b6ddb586f820f5c280b9cfb2dde380074a97b800a16ae104f732e21dfbe5103b679989a495595a55dd813dc0f9f8c3f5	generated_voice_en_37654569.mp3	The town is named after General John Sullivan.	The Opata depended upon agriculture for most of their subsistence.
common_voice_en_37565761.mp3	9e869bbed24c10f58614f43b28ef5ca3417592405d099ba689d205cb40ff9364dd94d00e698c9b67f98b33d343b123f632c221d35d061d51f0727be1c6c1e8b6	generated_voice_en_37565761.mp3	The belief in the continuation of life after death is universal.	A highlight of the carnival is a fireworks show by Grucci.
common_voice_en_37693317.mp3	9ef51e78fde548314c401ac62f941b696823128c5024cf8053a82c112a94b7bd9fbfa296c4da9c0fa065a6171d1da3fd4a4d593984ad5b71b8bec98a7d996c04	generated_voice_en_37693317.mp3	It is published by the Alpha Newspapers Group on Wednesdays.	Standardized Roman currency was used throughout the Roman Empire.
common_voice_en_37381690.mp3	a244046e9dcc768e9dfbe8be74b7ff30f67c161a701ef404a086fa460ade9a8f9371963e02eb9319debe987b882c1b5400f60cb792e0d1891d47753d268087fd	generated_voice_en_37381690.mp3	During this period, London became a global political, financial, and trading capital.	The female looks almost identical to the male.
common_voice_en_37386459.mp3	a2968a522815c9d2b62a33cf86c779447d3c49edd1697cb7752ef6b23e7f0d8d83b3857e0a51a6987bb7d5f649f5bf38e6309e90d1e129f79183cc47d3b06fd7	generated_voice_en_37386459.mp3	A Trustee Board provides strategic direction and vision for the organisation.	Bailers are simple devices to use and are relatively inexpensive.
common_voice_en_37498111.mp3	a3782626f7b0c327dbbb312424766583a1a607c62f8bcf5059f66e5b44d871423e73cbbd12632ce942c05fbc522a2545bc6f4f2e1ab3c602e00abadae69e78a1	generated_voice_en_37498111.mp3	He was buried within two hours in the cemetery of Holyrood.	One or both ingredients may be antibiotics.
common_voice_en_37360775.mp3	a512f5454cdff21a1c0b4d37641844dd91948a29046ba410fc7cb8f19dfefa39a90e06ec1048ed1b1b17169b86b8faa3efb8291647dc034b3d49215feddf5043	generated_voice_en_37360775.mp3	She subsequently wed actor Frank Lawton, with whom she remained married until his death.	Other events are centred on the parade.
common_voice_en_37770072.mp3	a5df362d66f7d8ce3832099f002258040038e31cdaa6f5d72064e12b0838c3c5cb805e5fc86833617bf5c8c3b37516c9072a9785b4908f98ae8dfee6038aac42	generated_voice_en_37770072.mp3	They provided a balance for the two kings, who rarely cooperated with each other.	Located directly behind the academic buildings include turf soccer, baseball and football fields.
common_voice_en_37679894.mp3	a6968e9ab05314595991c518ff41849ed0a5490fd5c4be704abcfa0b9dbe06941a767c4b23d817194e5077a011eab37f817e31fa8b72e0b3791f05f48da1cba9	generated_voice_en_37679894.mp3	This process is called warehousing.	Hanif lives in Kensington.
common_voice_en_37443874.mp3	a7131384f2f99f7101866fcc9852deae0a00a2c58d8bdae4f9e48f5d7f5ba02b4203dc74ec3aa940d9745b94f67a3e82f8a25607553246373243363236f706e5	generated_voice_en_37443874.mp3	Their leaves are leathery and their flowers have no petals.	The oath of fidelity to the king required of legislators and ministers was abolished.
common_voice_en_37811411.mp3	a7ad0aaacb9b985f7e13f26bb3effcb50053b9e35d13df1a3d63ee3834859479667fd9eab1f17c3530be97cb94885f8a86d05c05714cda955edfb8f81dde152c	generated_voice_en_37811411.mp3	They also produced two feature documentaries, numerous music videos, and a book.	The most expensive tickets are to be found here.
common_voice_en_37357960.mp3	a8b60a6491a33a5d8c602a9ed381061b507a86fca6f1f3ade890a20539baac40088dc24635035c7bf0f434bcfaca00fa0837ef69a84cae7020e7e2d141c100bc	generated_voice_en_37357960.mp3	He is the cousin of Chicago Rush wide receiver Carlos Wright.	Hugo never provides his given name but says Gavroche has chosen his own name.
common_voice_en_37523475.mp3	ab085b9ac3cebc436be586ed75acade504a0c7138afc932bb652c4332744c03b9086d288d7fd226ef7985f8549a4a951df25da4550ae78f04c78e2851aa02a20	generated_voice_en_37523475.mp3	However, as a female name it can be pronounced Nozomi.	There is a provincial waterway park along the river.
common_voice_en_37384277.mp3	ab1ccf50da6c569b910860d320128c7da0c875739801b43b9785b4baa3098f63e583d9fc25714f2c79aea49844c4d6565ac61a9b11f2dbcd7bfc49be11072f8c	generated_voice_en_37384277.mp3	If anything, it was more seen as a cultural concept.	He wrote to his father: I created a new, different world out of nothing.
common_voice_en_37428239.mp3	abd327e6ed81d2c8fee65dc75597d77185af284478bdc6d44b9ad79f1da835450841de6646c2008615d03b8910b8aa64b007561fb2c77edf4490bbadec7a558e	generated_voice_en_37428239.mp3	Two laymen were martyred along with them.	The term is controversial.
common_voice_en_37896590.mp3	ac816808accc25fa83da01b193b1cdbbb4f8c474def435b51a290213bf5becd53fc9db6bc1158cc6f918d6ef6f150060565417836d4924659f6215a083cbd862	generated_voice_en_37896590.mp3	The altar has narrow rectangular windows on the north and south.	Their descendants, if there were any, presumably lived amongst the Tungri.
common_voice_en_37807124.mp3	ae680544a80bbffa330e1b39c9df9e084d15fc655f27f8da26b0f716b097a69161376caa3ecc87d96c0dceb5fc27b5bc07d4d30c98370ad8445dce6f5019a202	generated_voice_en_37807124.mp3	She was a castaway on the Pagong tribe.	She grew up in the Peak District and attended Repton School.
common_voice_en_37341939.mp3	afe178b4ddb45f6de4b592402999f84bfe080112b6ad4c76b3e73a0026e1aef377e3ead9659787f56a99eb004f69b9934acd23c0002678a28820f15ca374286c	generated_voice_en_37341939.mp3	I'm your man for lemon-pie, ma'am.	His business dealings in Canada were not without controversy.
common_voice_en_37338161.mp3	b0d2a107181e6a52b9d8f8055345b365a52fe491f878a362f8c8ba35d5c2ec189bbef6a3b879e505d6d251706612b2e88984b35e02d7accca8f314b00f5622f0	generated_voice_en_37338161.mp3	This meant that the traveller would not be discovered with any medication.	It was commissioned by Infante Peter of Portugal.
common_voice_en_37328195.mp3	b0d7dd545fd82e22ed399e6e8f62976a4eb428a8b3b3a8edab345aa734aab57941ce584a7ce2438612a80e8766b92188b6c55192e22688fd3bf457087afc66d4	generated_voice_en_37328195.mp3	The chief justice appoints the two other members.	Its name is derived from its fur, which has two colours.
common_voice_en_37570166.mp3	b0fdb7c53093194fe5d2b958fd8bbd3afb53f7d30641409dfc2e02471e65eb6dfcaef077b0ff7c68c6efe7ead08a624f095f7cd4e4c6d3d29c2acee042db584c	generated_voice_en_37570166.mp3	Ancient basaltic lava flows gave birth to much of the region.	The proceeds of the auction went to a foundation to fund innovations in motorsports.
common_voice_en_37564483.mp3	b494eebbdc8b28970ed838df67aa0f3cd753893b47e66f9e63a8d7e7797894f86554e43e5f3f2709c0bbcb2bb42dcfb2ac48bf97b135623697e12bbfe956b3b0	generated_voice_en_37564483.mp3	We can hardly doubt that the period was determined by astronomical considerations.	The only traffic light in town can be found at this intersection.
common_voice_en_37387313.mp3	b9daf3b366bd7d078b96b2633d49ff6a6bdc23e2de99f8198c239ea3339b09f3150eaf867bc6b0d9007e227e1bf287bfda6a034c1ca6f35ae8eed3efdb185a77	generated_voice_en_37387313.mp3	The mine buildings on Botallack Cliffs are protected by the National Trust.	"He is married to actress-writer Nia Vardalos of ""My Big Fat Greek Wedding"" fame."
common_voice_en_37372328.mp3	bb9571436fe8e150e62258cc75559e1afd36191bd95f522d20b83e5698b238c56ccbb6b40e45ba7b59cecba662e593a550365ac4c92688bc4b5ca6a922c789dd	generated_voice_en_37372328.mp3	We always have a good time together and this was no exception, commented Williams.	Haubas's advice was often sought via consultation with oracles.
common_voice_en_37521590.mp3	bcda34bb559fcb49b4fcc10a4c628fe188be1bbb29362c2e666e9567a99db936b666587081c30eb74ad9651526a120a1c889346f257d352e9dffbc8ff04f9b41	generated_voice_en_37521590.mp3	No one was injured.	In the event of failure the backup D channel takes over the signaling.
